alias_id,violation_id,alias_text,alias_type
ND100_5_11_c_0089_a0,ND100_5_11_c_0089,"Thực hiện hành vi quy định tại một trong các điểm, khoản sau của Điều 5 Nghị định số 100/2019/NĐ-CP mà gây tai nạn giao thông: điểm a, điểm d, điểm đ, điểm e, điểm g khoản 1; điểm b, điểm d, điểm g khoản 2; điểm b, điểm g, điểm h, điểm m, điểm n, điểm r, điểm s khoản 3; điểm a, điểm c, điểm e, điểm g, điểm h khoản 4; điểm a, điểm b, điểm e, điểm g, điểm h khoản 5 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Khi dừng xe, đỗ xe không có tín hiệu báo cho người điều khiển phương tiện khác biết; Không gắn biển báo hiệu ở phía trước xe kéo, phía sau xe được kéo; điều khiển xe kéo rơ moóc không có biển báo hiệu theo quy định; Bấm còi trong đô thị và khu đông dân cư trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định.; Điều khiển xe chạy tốc độ thấp hơn các xe khác đi cùng chiều mà không đi về bên phải phần đường xe chạy, trừ trường hợp các xe khác đi cùng chiều chạy quá tốc độ quy định; Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường rộng; dừng xe, đỗ xe không sát mép đường phía bên phải theo chiều đi ở nơi đường có lề đường hẹp hoặc không có lề đường; dừng xe, đỗ xe ngược với chiều lưu thông của làn đường; dừng xe, đỗ xe trên dải phân cách cố định ở giữa hai phần đường xe chạy; đỗ xe trên dốc không chèn bánh; mở cửa xe, để cửa xe mở không bảo đảm an toàn;; Bấm còi, rú ga liên tục; bấm còi hơi, sử dụng đèn chiếu xa trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định; Không sử dụng hoặc sử dụng không đủ đèn chiếu sáng trong thời gian từ 19 giờ ngày hôm trước đến 05 giờ ngày hôm sau, khi sương mù, thời tiết xấu hạn chế tầm nhìn; sử dụng đèn chiếu xa khi tránh xe đi ngược chiều; Điều khiển xe ô tô kéo theo xe khác, vật khác (trừ trường hợp kéo theo một rơ moóc, sơ mi rơ moóc hoặc một xe ô tô, xe máy chuyên dùng khác khi xe này không tự chạy được); điều khiển xe ô tô đẩy xe khác, vật khác; điều khiển xe kéo rơ moóc, sơ mi rơ moóc kéo thêm rơ moóc hoặc xe khác, vật khác; không nối chắc chắn, an toàn giữa xe kéo và xe được kéo khi kéo nhau;; Không giảm tốc độ và nhường đường khi điều khiển xe chạy từ trong ngõ, đường nhánh ra đường chính; Không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau; Chạy trong hầm đường bộ không sử dụng đèn chiếu sáng gần; Điều khiển xe chạy dưới tốc độ tối thiểu trên những đoạn đường bộ có quy định tốc độ tối thiểu cho phép.; Dùng tay sử dụng điện thoại di động khi đang điều khiển xe chạy trên đường; Điều khiển xe không đủ điều kiện để thu phí theo hình thức điện tử tự động không dừng đi vào làn đường dành riêng thu phí theo hình thức điện tử tự động không dừng tại các trạm thu phí; Xe không được quyền ưu tiên lắp đặt, sử dụng thiết bị phát tín hiệu của xe được quyền ưu tiên; Không thực hiện biện pháp bảo đảm an toàn theo quy định khi xe ô tô bị hư hỏng ngay tại nơi đường bộ giao nhau cùng mức với đường sắt; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông; Không chấp hành hiệu lệnh, hướng dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông; Không tuân thủ các quy định khi vào hoặc ra đường cao tốc; điều khiển xe chạy ở làn dừng xe khẩn cấp hoặc phần lề đường của đường cao tốc; chuyển làn đường không đúng nơi cho phép hoặc không có tín hiệu báo trước khi chạy trên đường cao tốc; không tuân thủ quy định về khoảng cách an toàn đối với xe chạy liền trước khi chạy trên đường cao tốc; Không nhường đường hoặc gây cản trở xe được quyền ưu tiên đang phát tín hiệu ưu tiên đi làm nhiệm vụ)",canonical
ND100_5_11_d_0090_a0,ND100_5_11_d_0090,Thực hiện hành vi quy định tại khoản 9 Điều 5 Nghị định số 100/2019/NĐ-CP,canonical
ND100_5_11_d_0091_a0,ND100_5_11_d_0091,"tái phạm hành vi quy định tại điểm b khoản 7 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe lạng lách, đánh võng; chạy quá tốc độ đuổi nhau trên đường bộ; dùng chân điều khiển vô lăng xe khi xe đang chạy trên đường)",canonical
ND100_6_1_b_0092_a0,ND100_6_1_b_0092,Không có báo hiệu xin vượt trước khi vượt,canonical
ND100_6_1_a_0093_a0,ND100_6_1_a_0093,"Không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường, trừ các hành vi vi phạm quy định tại điểm c, điểm đ, điểm e, điểm h khoản 2; điểm d, điểm g, điểm i, điểm m khoản 3; điểm a, điểm b, điểm c, điểm d, điểm e khoản 4; khoản 5; điểm b khoản 6; điểm a, điểm b khoản 7; điểm d khoản 8 Điều 6 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h; Dừng xe, đỗ xe ở lòng đường đô thị gây cản trở giao thông; tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ; đỗ, để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn; không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau; Dừng xe, đỗ xe trên cầu; Điều khiển xe không đi bên phải theo chiều đi của mình; đi không đúng phần đường, làn đường quy định (làn cùng chiều hoặc làn ngược chiều); điều khiển xe đi qua dải phân cách cố định ở giữa hai phần đường xe chạy; điều khiển xe đi trên hè phố, trừ trường hợp điều khiển xe đi qua hè phố để vào nhà; Đi vào khu vực cấm, đường có biển báo hiệu có nội dung cấm đi vào đối với loại phương tiện đang điều khiển; Chạy trong hầm đường bộ không sử dụng đèn chiếu sáng gần.; Điều khiển xe chạy quá tốc độ quy định từ 10 km/h đến 20 km/h; Dừng xe, đỗ xe trong hầm đường bộ không đúng nơi quy định; Vượt xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông; đi ngược chiều của đường một chiều, đi ngược chiều trên đường có biển “Cấm đi ngược chiều”; Điều khiển xe đi vào đường cao tốc, trừ xe phục vụ việc quản lý, bảo trì đường cao tốc; Điều khiển xe chạy quá tốc độ quy định trên 20 km/h; Không chú ý quan sát, điều khiển xe chạy quá tốc độ quy định gây tai nạn giao thông; đi vào đường cao tốc, dừng xe, đỗ xe, quay đầu xe, lùi xe, tránh xe, vượt xe, chuyển hướng, chuyển làn đường không đúng quy định gây tai nạn giao thông; không đi đúng phần đường, làn đường, không giữ khoảng cách an toàn giữa hai xe theo quy định gây tai nạn giao thông; đi vào đường có biển báo hiệu có nội dung cấm đi vào đối với loại phương tiện đang điều khiển, đi ngược chiều của đường một chiều, đi ngược chiều trên đường có biển “Cấm đi ngược chiều” gây tai nạn giao thông; Điều khiển xe thành nhóm từ 02 xe trở lên chạy quá tốc độ quy định)",canonical
ND100_5_11_h_0094_a0,ND100_5_11_h_0094,"Thực hiện hành vi quy định tại khoản 10 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ; Điều khiển xe trên đường mà trong cơ thể có chất ma túy; Không chấp hành yêu cầu kiểm tra về chất ma túy của người thi hành công vụ.; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở)",canonical
ND100_5_11_g_0095_a0,ND100_5_11_g_0095,"Thực hiện hành vi quy định tại điểm c khoản 8 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở.)",canonical
ND100_5_11_e_0096_a0,ND100_5_11_e_0096,"Thực hiện hành vi quy định tại điểm c khoản 6 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.)",canonical
ND100_6_1_g_0097_a0,ND100_6_1_g_0097,Chở người ngồi trên xe sử dụng ô (dù),canonical
ND100_6_1_c_0098_a0,ND100_6_1_c_0098,Không giữ khoảng cách an toàn,canonical
ND100_6_1_e_0099_a0,ND100_6_1_e_0099,Lùi xe mô tô ba bánh không quan sát hoặc không có tín hiệu,canonical
ND100_6_1_đ_0100_a0,ND100_6_1_đ_0100,Chuyển hướng không nhường đường,canonical
ND100_6_1_d_0101_a0,ND100_6_1_d_0101,Chuyển hướng không nhường quyền đi trước,canonical
ND100_6_1_i_0102_a0,ND100_6_1_i_0102,Chuyển làn không đúng nơi hoặc không có tín hiệu báo trước,canonical
ND100_6_1_k_0103_a0,ND100_6_1_k_0103,Điều khiển xe chạy dàn hàng ngang từ 03 xe trở lên,canonical
ND100_6_1_h_0104_a0,ND100_6_1_h_0104,"Không tuân thủ các quy định về nhường đường tại nơi đường giao nhau, trừ các hành vi vi phạm quy định tại điểm b, điểm e khoản 2 Điều 6 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không giảm tốc độ và nhường đường khi điều khiển xe chạy từ trong ngõ, đường nhánh ra đường chính; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn; không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau)",canonical
ND100_6_1_m_0105_a0,ND100_6_1_m_0105,Tránh xe không đúng quy định,canonical
ND100_6_1_m_0106_a0,ND100_6_1_m_0106,Sử dụng đèn chiếu xa khi tránh xe đi ngược chiều,canonical
ND100_6_1_m_0107_a0,ND100_6_1_m_0107,"Không nhường đường cho xe đi ngược chiều tại nơi đường hẹp, dốc, có chướng ngại vật",canonical
ND100_6_1_l_0108_a0,ND100_6_1_l_0108,Không sử dụng đèn chiếu sáng khi cần thiết,canonical
ND100_6_2_a_0109_a0,ND100_6_2_a_0109,"Dừng, đỗ xe trên phần đường xe chạy ngoài đô thị nơi có lề đường",canonical
ND100_6_1_p_0110_a0,ND100_6_1_p_0110,"Quay đầu xe tại nơi không được quay đầu xe, trừ hành vi vi phạm quy định tại điểm d khoản 4 Điều 6 Nghị định số 100/2019/NĐ-CP (Cụ thể: Vượt xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ)",canonical
ND100_6_1_q_0111_a0,ND100_6_1_q_0111,Chạy dưới tốc độ tối thiểu cho phép,canonical
ND100_6_1_n_0112_a0,ND100_6_1_n_0112,Bấm còi từ 22h đến 5h,canonical
ND100_6_1_n_0113_a0,ND100_6_1_n_0113,"Sử dụng đèn chiếu xa trong đô thị, khu đông dân cư",canonical
ND100_6_1_o_0114_a0,ND100_6_1_o_0114,"Sử dụng thiết bị phát tín hiệu ưu tiên không đúng quy định, không có Giấy phép hoặc Giấy phép không còn giá trị",canonical
ND100_6_2_c_0115_a0,ND100_6_2_c_0115,Chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h,canonical
ND100_6_2_d_0116_a0,ND100_6_2_d_0116,Chạy tốc độ thấp không đi bên phải gây cản trở giao thông,canonical
ND100_6_2_b_0117_a0,ND100_6_2_b_0117,"Không giảm tốc độ, nhường đường khi đi từ ngõ, đường nhánh ra đường chính",canonical
ND100_6_2_đ_0118_a0,ND100_6_2_đ_0118,"Dừng, đỗ xe ở lòng đường đô thị gây cản trở giao thông",canonical
ND100_6_2_đ_0119_a0,ND100_6_2_đ_0119,"Tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ",canonical
ND100_6_2_đ_0120_a0,ND100_6_2_đ_0120,"Đỗ, để xe ở lòng đường đô thị, hè phố trái quy định",canonical
ND100_6_2_e_0121_a0,ND100_6_2_e_0121,Không nhường đường cho xe xin vượt hoặc xe trên đường ưu tiên,canonical
ND100_6_2_i_0122_a0,ND100_6_2_i_0122,Không đội mũ bảo hiểm hoặc đội không cài quai đúng quy cách,canonical
ND100_6_2_g_0123_a0,ND100_6_2_g_0123,"Xe không được quyền ưu tiên lắp đặt, sử dụng thiết bị phát tín hiệu của xe được quyền ưu tiên",canonical
ND100_6_2_h_0124_a0,ND100_6_2_h_0124,"Dừng xe, đỗ xe trên đường xe điện, điểm dừng đón trả khách của xe buýt, nơi đường bộ giao nhau, trên phần đường dành cho người đi bộ qua đường; dừng xe nơi có biển “Cấm dừng xe và đỗ xe”; đỗ xe tại nơi có biển “Cấm đỗ xe” hoặc biển “Cấm dừng xe và đỗ xe”; không tuân thủ các quy định về dừng xe, đỗ xe tại nơi đường bộ giao nhau cùng mức với đường sắt; dừng xe, đỗ xe trong phạm vi an toàn của đường sắt, trừ hành vi vi phạm quy định tại điểm b khoản 2, điểm b khoản 3 Điều 49 Nghị định số 100/2019/NĐ-CP (Cụ thể: Để vật chướng ngại lên đường sắt làm cản trở giao thông đường sắt)",canonical
